s_no,symbol,conf,open,high,low,close,vwap,vol,prev_close,turnover,trans,diff,range,diff_2,range_2,vwap_2,x120_days,x180_days,x52_weeks_high,x52_weeks_low,date
144,NSLB,29.16,821.10,821.10,773.30,788.70,798.20,248.00,805.00,"197,954.40",8,-16.3,47.8,-2.02,6.18,-1.2,"1,169.61","1,233.98","1,987.90",773.30,2022-06-22
145,NTC,40.27,875.00,885.00,844.00,860.00,862.80,"12,801.00",880.00,"11,044,761.00",199,-20,41,-2.27,4.86,-0.33,"1,263.24","1,242.08","1,799.90",835.00,2022-06-22
146,NUBL,35.03,935.00,945.00,925.00,925.00,929.35,"2,212.00",935.00,"2,055,732.00",54,-10,20,-1.07,2.16,-0.47,"1,139.25","1,255.79","1,895.00",907.50,2022-06-22
147,NYADI,36.86,269.50,269.50,262.10,263.00,263.53,"1,280.00",275.00,"337,323.00",46,-12,7.4,-4.36,2.82,-0.2,419.40,-,566.00,258.00,2022-06-22
148,OHL,34.15,438.60,447.30,423.00,437.50,436.64,"3,451.00",430.00,"1,506,830.10",23,7.5,24.3,1.74,5.74,0.2,488.87,491.35,761.00,416.50,2022-06-22
149,PCBL,31.85,254.90,254.90,249.00,250.00,250.12,"34,640.00",253.70,"8,664,237.30",235,-3.7,5.9,-1.46,2.37,-0.05,316.07,360.35,540.00,244.00,2022-06-22
150,PFL,34.43,314.00,319.50,308.00,308.10,309.56,"4,401.00",320.00,"1,362,393.00",48,-11.9,11.5,-3.72,3.73,-0.48,460.51,497.67,920.00,304.00,2022-06-22
151,PIC,34.22,569.00,573.00,546.00,561.00,556.97,"6,020.00",571.00,"3,352,952.30",101,-10,27,-1.75,4.95,0.72,854.88,899.25,"1,372.00",546.00,2022-06-22
152,PICL,33.1,348.00,348.00,341.20,345.00,343.35,"2,163.00",355.00,"742,660.50",28,-10,6.8,-2.82,1.99,0.48,602.35,623.45,920.00,331.20,2022-06-22
153,PLI,35.46,355.00,366.10,346.00,360.00,353.77,"3,107.00",359.00,"1,099,153.50",83,1,20.1,0.28,5.81,1.73,539.26,554.90,830.00,341.00,2022-06-22
154,PMHPL,32.93,205.00,205.00,195.00,195.00,197.70,"2,549.00",203.00,"503,935.50",33,-8,10,-3.94,5.13,-1.38,305.46,313.25,484.00,195.00,2022-06-22
155,PPCL,38.46,262.00,264.00,251.00,252.10,256.37,"7,096.00",261.70,"1,819,173.30",57,-9.6,13,-3.67,5.18,-1.69,412.92,426.92,642.00,245.50,2022-06-22
156,PRIN,37.14,448.00,448.00,445.00,445.00,446.31,629.00,448.00,"280,732.00",11,-3,3,-0.67,0.67,-0.3,714.23,737.64,"1,148.00",433.00,2022-06-22
157,PROFL,35.38,220.00,220.00,208.00,209.00,210.21,"5,592.00",218.00,"1,175,473.00",81,-9,12,-4.13,5.77,-0.58,329.46,351.68,574.00,206.00,2022-06-22
158,PRVU,35.18,217.00,218.00,213.80,216.90,214.99,"33,743.00",217.00,"7,254,376.80",192,-0.1,4.2,-0.05,1.96,0.88,288.05,315.96,525.00,212.20,2022-06-22
159,PSF,37.6,8.10,8.10,7.90,7.90,8.03,"10,250.00",8.19,"82,295.00",10,-0.29,0.2,-3.54,2.53,-1.63,8.93,9.09,11.22,7.82,2022-06-22
160,RADHI,37.01,509.00,509.40,493.00,497.10,498.19,"8,287.00",510.00,"4,128,516.60",98,-12.9,16.4,-2.53,3.33,-0.22,609.41,613.69,"1,281.00",489.50,2022-06-22
161,RBCL,34.11,"13,232.00","13,349.00","13,111.50","13,135.00","13,173.09",180.00,"13,399.90","2,371,157.00",17,-264.9,237.5,-1.98,1.81,-0.29,"16,719.71","16,986.40","22,700.00","12,900.00",2022-06-22
162,RBCLPO,43.22,"11,156.10","11,157.00","10,716.00","10,800.00","10,913.06",180.00,"11,383.70","1,964,351.00",9,-583.7,441,-5.13,4.12,-1.05,"14,913.64","14,451.02","18,935.00","10,560.00",2022-06-22
163,RFPL,20.49,248.80,253.70,227.00,233.50,232.08,"6,830.00",244.00,"1,585,135.00",426,-10.5,26.7,-4.3,11.76,0.61,-,-,301.90,211.30,2022-06-22
164,RHPL,36.96,262.00,262.00,248.00,251.00,251.12,"18,265.00",262.00,"4,586,727.60",117,-11,14,-4.2,5.65,-0.05,355.04,359.23,566.00,247.10,2022-06-22
165,RLFL,38.78,251.00,261.00,238.20,245.00,242.85,"14,716.00",256.00,"3,573,841.70",114,-11,22.8,-4.3,9.57,0.88,408.56,452.75,814.00,238.20,2022-06-22
166,RLI,38.89,351.00,351.00,340.00,340.00,342.12,"2,788.00",345.00,"953,828.10",66,-5,11,-1.45,3.24,-0.62,500.08,504.96,734.00,328.20,2022-06-22
167,RMDC,38.47,751.00,751.00,730.00,735.00,736.31,"4,148.00",750.00,"3,054,231.80",37,-15,21,-2,2.88,-0.18,"1,040.79","1,182.05","1,800.00",716.20,2022-06-22
168,RMF1,31.22,8.00,8.00,7.88,7.91,7.92,"2,800.00",8.00,"22,173.50",8,-0.09,0.12,-1.13,1.52,-0.12,8.78,9.01,10.30,7.69,2022-06-22
169,RSDC,35.01,505.00,505.00,485.10,495.00,492.71,"1,633.00",499.90,"804,599.20",41,-4.9,19.9,-0.98,4.1,0.46,673.82,717.56,"1,194.40",473.00,2022-06-22
170,RULB,39.65,830.00,835.00,802.00,820.10,821.25,714.00,827.00,"586,369.00",55,-6.9,33,-0.83,4.11,-0.14,-,-,"1,931.70",502.00,2022-06-22
171,RURU,31.89,721.00,733.80,715.00,715.00,719.21,406.00,725.00,"292,000.80",12,-10,18.8,-1.38,2.63,-0.59,946.62,976.37,"1,849.20",700.10,2022-06-22
172,SABSL,32.48,999.00,"1,059.00",999.00,"1,019.20","1,029.92","1,430.00",999.00,"1,472,781.00",29,20.2,60,2.02,6.01,-1.05,"1,289.75","1,464.13","2,306.20",965.00,2022-06-22
173,SADBL,34.91,289.80,289.80,272.00,274.00,275.52,"11,934.00",285.80,"3,288,000.60",92,-11.8,17.8,-4.13,6.54,-0.55,369.85,377.00,595.00,269.80,2022-06-22
174,SAEF,34.79,12.20,12.30,11.80,12.03,12.07,"14,600.00",12.20,"176,164.00",11,-0.17,0.5,-1.39,4.24,-0.3,13.19,13.07,20.19,11.68,2022-06-22
175,SAHAS,33.85,426.40,434.80,419.70,420.10,423.22,"5,325.00",434.90,"2,253,654.00",128,-14.8,15.1,-3.4,3.6,-0.74,582.04,-,789.40,405.30,2022-06-22
176,SANIMA,35.26,272.00,273.90,268.50,268.50,270.60,"22,161.00",271.50,"5,996,709.30",167,-3,5.4,-1.1,2.01,-0.78,329.35,358.72,564.90,265.00,2022-06-22
177,SAPDBL,36.22,205.00,205.00,196.00,196.10,198.50,"4,026.00",204.90,"799,152.30",42,-8.8,9,-4.29,4.59,-1.22,307.56,329.12,540.00,185.50,2022-06-22
178,SBCF,34.7,7.50,7.61,7.50,7.61,7.61,"5,305.00",7.65,"40,347.05",6,-0.04,0.11,-0.52,1.47,0.06,8.62,8.87,11.29,7.50,2022-06-22
179,SBI,32.35,282.50,288.00,273.00,273.00,275.13,"2,757.00",277.00,"758,527.00",49,-4,15,-1.44,5.49,-0.78,346.85,349.45,453.90,272.10,2022-06-22
180,SBL,42.53,320.00,323.00,309.20,309.70,311.81,"36,827.00",323.30,"11,483,008.50",243,-13.6,13.8,-4.21,4.46,-0.68,405.28,428.53,605.00,304.00,2022-06-22
181,SCB,38.79,387.00,392.00,385.00,391.00,390.02,"6,980.00",390.00,"2,722,333.80",53,1,7,0.26,1.82,0.25,457.09,474.43,629.30,382.20,2022-06-22
182,SDLBSL,37.66,970.00,"1,007.00",970.00,985.00,992.58,"1,257.00",988.00,"1,247,678.70",25,-3,37,-0.3,3.81,-0.77,"1,219.01","1,290.20","1,997.00",965.00,2022-06-22
183,SEF,20.55,9.73,9.90,9.54,9.90,9.73,"20,600.00",9.72,"200,345.00",5,0.18,0.36,1.85,3.77,1.76,10.73,10.65,17.04,9.41,2022-06-22
184,SFCL,35.61,207.00,207.00,199.00,199.00,201.19,"10,728.00",206.50,"2,158,402.20",83,-7.5,8,-3.63,4.02,-1.1,326.70,385.79,720.00,198.20,2022-06-22
185,SFMF,27.84,10.10,10.36,10.01,10.17,10.18,"14,000.00",10.30,"142,481.00",7,-0.13,0.35,-1.26,3.5,-0.07,11.56,11.37,20.00,9.95,2022-06-22
186,SGI,32.55,365.00,365.00,350.00,357.00,354.33,"1,270.00",365.00,"450,004.00",48,-8,15,-2.19,4.29,0.75,553.03,564.29,811.00,348.00,2022-06-22
187,SHEL,32.31,239.70,239.70,227.00,239.70,232.57,"2,842.00",235.00,"660,961.50",64,4.7,12.7,2,5.59,2.97,394.62,403.52,650.00,227.00,2022-06-22
188,SHINE,37.77,290.00,290.00,273.50,276.00,277.29,"18,103.00",288.00,"5,019,713.60",109,-12,16.5,-4.17,6.03,-0.47,379.49,406.95,655.00,269.10,2022-06-22
189,SHIVM,40.31,690.00,693.00,676.00,682.00,681.69,"18,187.00",689.00,"12,397,978.20",241,-7,17,-1.02,2.51,0.04,"1,139.97","1,196.45","1,910.00",660.00,2022-06-22
190,SHL,31.75,195.00,196.00,193.40,194.00,194.34,"3,960.00",196.50,"769,594.00",26,-2.5,2.6,-1.27,1.34,-0.18,217.66,221.32,312.00,187.00,2022-06-22
191,SHPC,38.95,295.00,299.80,286.00,290.00,290.16,"63,861.00",300.00,"18,530,006.70",302,-10,13.8,-3.33,4.83,-0.06,392.93,402.79,675.00,286.00,2022-06-22
192,SIC,31.98,740.10,740.10,728.00,728.50,732.84,"1,027.00",750.00,"752,625.50",35,-21.5,12.1,-2.87,1.66,-0.6,"1,193.74","1,207.60","1,676.00",720.00,2022-06-22
193,SICL,37.89,760.80,760.80,729.00,735.00,733.88,"7,759.00",746.00,"5,694,148.70",165,-11,31.8,-1.47,4.36,0.15,"1,348.91","1,462.91","2,157.00",729.00,2022-06-22
194,SIFC,34.52,271.50,275.90,260.30,265.00,265.14,"6,388.00",277.00,"1,693,720.00",45,-12,15.6,-4.33,5.99,-0.05,399.71,430.71,741.00,254.40,2022-06-22
195,SIGS2,28.36,9.90,9.99,9.71,9.99,9.87,"13,865.00",9.73,"136,878.50",8,0.26,0.28,2.67,2.88,1.18,10.85,10.78,16.87,9.25,2022-06-22
196,SIL,35.12,524.30,527.10,514.00,524.00,519.49,"2,274.00",535.00,"1,181,327.80",39,-11,13.1,-2.06,2.55,0.86,841.73,853.19,"1,213.70",508.00,2022-06-22
197,SINDU,40.85,243.00,243.00,233.80,233.80,236.29,"2,966.00",247.00,"700,833.40",31,-13.2,9.2,-5.34,3.93,-1.06,353.99,376.95,618.00,233.80,2022-06-22
198,SJCL,33.09,243.00,247.00,241.00,242.00,241.94,"10,351.00",245.40,"2,504,307.10",79,-3.4,6,-1.39,2.49,0.03,350.94,356.13,540.60,239.00,2022-06-22
199,SKBBL,38.62,"1,025.00","1,025.00",997.00,999.00,"1,006.61","5,608.00","1,029.90","5,645,054.00",88,-30.9,28,-3,2.81,-0.76,"1,212.66","1,361.12","2,184.00",992.00,2022-06-22
200,SLBBL,38,779.00,780.00,760.00,760.00,766.90,"1,675.00",782.00,"1,284,559.40",33,-22,20,-2.81,2.63,-0.91,998.81,"1,095.22","1,685.00",731.10,2022-06-22
201,SLBSL,53.56,"1,631.70","1,631.70","1,499.00","1,631.70","1,590.25",664.00,"1,665.00","1,055,926.80",37,-33.3,132.7,-2,8.85,2.54,"1,322.04","1,315.48","1,785.00",951.60,2022-06-22
202,SLCF,31.4,8.01,8.21,8.01,8.21,8.11,"7,500.00",7.90,"60,823.00",4,0.31,0.2,3.92,2.5,1.22,8.91,9.14,11.40,7.69,2022-06-22
203,SLI,39.89,353.00,353.00,346.00,349.00,347.27,"3,332.00",367.00,"1,157,102.00",93,-18,7,-4.9,2.02,0.5,507.94,514.18,787.80,309.00,2022-06-22
204,SLICL,36.28,378.00,382.00,364.00,364.00,369.35,"47,317.00",384.00,"17,476,533.30",269,-20,18,-5.21,4.95,-1.47,650.67,692.10,"1,039.00",364.00,2022-06-22
205,SMATA,33.07,755.00,764.00,745.00,745.00,754.71,479.00,750.00,"361,504.60",22,-5,19,-0.67,2.55,-1.3,"1,030.17","1,153.27","1,785.00",731.00,2022-06-22
206,SMB,40.85,"1,245.00","1,245.00","1,220.00","1,225.00","1,224.58",92.00,"1,269.90","112,661.40",4,-44.9,25,-3.54,2.05,0.03,"1,718.89","1,951.34","2,900.00","1,220.00",2022-06-22
207,SMFBS,44.48,"1,466.00","1,466.00","1,458.00","1,462.10","1,460.96",166.00,"1,495.00","242,518.60",6,-32.9,8,-2.2,0.55,0.08,"1,763.98","2,010.83","2,865.00","1,445.50",2022-06-22
208,SMFDB,38.25,804.20,804.20,800.00,804.00,803.12,393.00,812.00,"315,624.80",11,-8,4.2,-0.99,0.53,0.11,"1,106.09","1,208.05","1,799.40",795.00,2022-06-22
209,SPC,30.47,404.80,404.80,391.00,400.00,395.59,434.00,413.00,"171,687.00",26,-13,13.8,-3.15,3.53,1.1,558.97,-,845.50,296.30,2022-06-22
210,SPDL,32.5,307.20,313.00,301.00,301.00,303.54,"13,033.00",312.70,"3,955,972.10",97,-11.7,12,-3.74,3.99,-0.84,417.71,429.04,823.90,295.00,2022-06-22
211,SRBL,38.27,204.00,206.00,201.00,203.00,202.87,"45,001.00",207.50,"9,129,378.10",132,-4.5,5,-2.17,2.49,0.06,254.74,270.11,418.20,200.00,2022-06-22
212,SRD80,42.51,942.50,942.50,942.00,942.00,942.19,80.00,950.30,"75,375.00",3,-8.3,0.5,-0.87,0.05,-0.02,"1,021.03",-,"1,067.00",934.50,2022-06-22
213,SSHL,44.81,246.40,251.00,220.00,251.00,229.13,"15,763.00",241.60,"3,611,840.20",98,9.4,31,3.89,14.09,8.71,320.68,331.89,533.00,214.30,2022-06-22
214,STC,37.55,"3,032.00","3,050.00","2,980.00","3,000.00","2,996.77","1,543.00","3,031.00","4,624,021.60",71,-31,70,-1.02,2.35,0.11,"5,039.04","5,601.66","11,199.00","2,930.00",2022-06-22
215,SWBBL,46.53,980.10,985.00,968.00,969.00,977.13,"1,656.00","1,000.00","1,618,126.10",29,-31,17,-3.1,1.76,-0.84,"1,191.59","1,303.12","2,090.00",930.00,2022-06-22
216,SWMF,35.3,692.00,705.00,690.00,701.00,697.08,"2,221.00",700.00,"1,548,222.00",29,1,15,0.14,2.17,0.56,-,-,"1,346.00",675.00,2022-06-22
217,TPC,30.6,418.20,435.00,390.00,422.00,401.58,"4,783.00",410.00,"1,920,746.00",63,12,45,2.93,11.54,4.84,538.32,-,825.00,254.20,2022-06-22
218,TRH,34.17,325.00,325.00,306.00,318.00,311.55,"4,470.00",319.40,"1,392,608.00",36,-1.4,19,-0.44,6.21,2.03,359.25,362.36,468.00,304.10,2022-06-22
219,UIC,36.64,360.00,360.00,341.00,351.30,345.83,"4,861.00",360.00,"1,681,061.30",57,-8.7,19,-2.42,5.57,1.56,594.55,612.23,860.00,334.00,2022-06-22
220,ULBSL,30.11,"2,461.00","2,476.00","2,420.10","2,465.00","2,445.81","1,530.00","2,499.00","3,742,084.20",92,-34,55.9,-1.36,2.31,0.78,-,-,"3,112.50","1,211.00",2022-06-22
221,UMHL,33.87,214.00,222.30,209.10,212.00,213.44,"29,347.00",218.00,"6,263,874.80",132,-6,13.2,-2.75,6.31,-0.68,341.28,376.40,646.60,207.00,2022-06-22
222,UMRH,34.77,670.90,670.90,606.90,615.30,625.30,"1,420.00",657.90,"887,931.00",28,-42.6,64,-6.48,10.55,-1.63,766.07,693.50,"1,150.00",434.00,2022-06-22
223,UNHPL,27.64,199.90,199.90,186.00,190.90,190.05,"12,792.00",197.00,"2,431,132.00",99,-6.1,13.9,-3.1,7.47,0.44,313.33,329.73,612.00,183.60,2022-06-22
224,UPCL,31.37,204.00,204.00,192.60,194.90,195.93,"46,782.00",200.00,"9,166,140.20",262,-5.1,11.4,-2.55,5.92,-0.53,314.02,339.26,635.00,192.10,2022-06-22
225,UPPER,33.11,431.90,431.90,408.00,411.00,413.45,"31,374.00",427.00,"12,971,675.70",311,-16,23.9,-3.75,5.86,-0.6,590.59,601.26,962.50,402.80,2022-06-22
226,USLB,37.52,950.00,950.00,935.10,935.30,939.35,209.00,945.50,"196,323.70",9,-10.2,14.9,-1.08,1.59,-0.43,"1,399.57","1,602.49","2,547.00",922.00,2022-06-22
227,VLBS,35.4,891.00,891.00,879.00,880.00,885.50,414.00,902.90,"366,598.20",18,-22.9,12,-2.54,1.37,-0.63,"1,188.87","1,309.47","2,036.00",867.30,2022-06-22
228,WNLB,36.04,905.60,905.60,890.00,890.00,893.06,140.00,924.00,"125,028.00",8,-34,15.6,-3.68,1.75,-0.34,-,-,"2,090.00",831.00,2022-06-22
